title1,title2,score
"Pauline Njoroge fires back at Atwoli over Edwin Sifuna remarks","KMTC Issues Update on Course Applications Amid Concerns over Admissions",0.642341
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Chuka University courses offered in 2025/2026, fees and cluster points",0.642338
"Seven insurance firms face IRA fines for reporting breaches","Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery",0.642322
"Why Linda Mwananchi leaders cancelled Ol Kalou tour","Concern as Hundreds of Families are Displaced for Affordable Housing Project",0.642317
"Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project","Luhya leaders push Oparanya to deputise William Ruto in 2027",0.642316
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","Record El Niño threatens to unleash floods across East Africa",0.642298
"Kenyan newspapers review, July 14: Survey suggests run-off is likely in 2027 presidential vote","SACCOs deny govt can dictate how members’ savings are invested",0.642259
"MP Caroli Omondi: Goons are hired criminals, not political activists","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.642255
"Agency to review KenGen’s Sh2.5bn carbon credits deal","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.642249
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","Africa's population boom can be its greatest asset",0.642213
"It is exciting to see new infrastructure open up Kenyan Coast","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.642193
"Ex-inmate returns to thank magistrate who jailed him","Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery",0.642182
"Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong","ICS College courses and the fee structure that makes it one of Nairobi's most popular choices",0.642169
"CS Mbadi Announces Treasury Recruitment of NIF Chief Executive Officer","Veteran Journalist Announces Bid to Unseat Sakaja",0.642166
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.642147
"Muchina makes final appeal as Ol Kalou campaigns end","Court suspends IEBC's Sh1.5m fine against MP Wanjiku Muhia",0.642119
"Silver vs gold: Which metal makes more sense to trade right now?","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.642108
"National Assembly dismisses claims Sacco Bill is being rushed through Parliament","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.642104
"Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections","ICS College courses and the fee structure that makes it one of Nairobi's most popular choices",0.642091
"University ranking in Kenya: Best Kenyan universities in 2026","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.642010
"EACC launches probe into Ol Kalou voter bribery claims","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.641978
"Popular Nairobi Matatu SACCO Takes Action on Driver Over Alleged Goon Mobilisation","Why Linda Mwananchi brigade is ruffling feathers",0.641966
"Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive","Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent",0.641963
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","Chuka University courses offered in 2025/2026, fees and cluster points",0.641907
"Silver vs gold: Which metal makes more sense to trade right now?","Protests Erupt Over Diversion of SGR Route",0.641903
"The highwaymen: Gangs terrorise motorists on Nairobi-Mombasa route","How Sh299bn fees crashed Mau-Summit toll road deal",0.641848
"Ruto mourns former Qatar Amir Sheikh Hamad bin Khalifa Al Thani","Willis Otieno urges govt to communicate security threats with clarity",0.641802
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Sheryl Gabriella capitalises on trending to market businesses, leaks screenshot",0.641792
"Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.641785
"It is exciting to see new infrastructure open up Kenyan Coast","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.641755
"SK Macharia’s PSV insurer topples Ruto-linked firm","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.641722
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","Ruto mourns former Qatar Amir Sheikh Hamad bin Khalifa Al Thani",0.641696
"Court suspends IEBC's Sh1.5m fine against MP Wanjiku Muhia","Ol Kalou: Kanini Kega's car attacked as DCP, UDA supporters clash ahead of July 16 poll",0.641690
"Fresh twist in Devani trial over Sh7.6bn Triton oil scandal","How Sh299bn fees crashed Mau-Summit toll road deal",0.641668
"Governor Forced to Reinstate CECM Days After Sacking","Rigathi Gachagua meets Nairobi Senate aspirant Ken Babu at Wamunyoro residence",0.641661
"TSC Issues Warning After Striking off Some Teachers from Register","Africa's population boom can be its greatest asset",0.641616
"Kenyans on Alert as UK Announces Overhaul of Visa Rules from August","Willis Otieno urges govt to communicate security threats with clarity",0.641600
"Chaos on Major Highway as Motorists Spend Night Trapped in 33Km Traffic Jam","Panic as Fire Breaks Out Inside High School",0.641585
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","How Sh299bn fees crashed Mau-Summit toll road deal",0.641520
"NTSA sounds alarm over uncollected logbooks as deadline nears","Concern as Hundreds of Families are Displaced for Affordable Housing Project",0.641507
"Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.641497
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","Chuka University courses offered in 2025/2026, fees and cluster points",0.641472
"Video: UDA MP buys fleet high-end cars to help him navigate bad roads during campaign","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.641455
"Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.641429
"Popular Nairobi Matatu SACCO Takes Action on Driver Over Alleged Goon Mobilisation","NTSA sounds alarm over uncollected logbooks as deadline nears",0.641419
"Kenyan movies that flip the script this August","Peaky Blinders star Sam Neill dies at 78 months after beating cancer",0.641407
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","Changed your phone number? HELB explains how to restore access to 642#",0.641378
"Fresh twist in Devani trial over Sh7.6bn Triton oil scandal","Governor Forced to Reinstate CECM Days After Sacking",0.641370
"Kindiki: Those aiding violence will be punished, regardless of who they support","Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""",0.641359
"DCP’s Kamau Ngotho urges Ol Kalou voters outside constituency to contact him before poll","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.641338
"Sheryl Gabriella capitalises on trending to market businesses, leaks screenshot","Pilot goes viral after writing 'I'm bored' with plane's flight path during test flight",0.641287
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.641262
"Governor's Driver Shot as Chaos Erupt During Rally","Suspect in Viral CCTV Restaurant Robbery Killed After Shootout",0.641248
"Police probe alleged shooting involving EALA lawmaker Kanini Kega","Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave",0.641235
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.641233
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","Interest from invested road maintenance funds is taxable, court says",0.641210
"Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals","State Issues Update on Multi-Million Market After Years of Stalling",0.641130
"Ol Kalou by-election: IEBC issues update amid fears of postponing July 16 minipoll","Uasin Gishu: Court frees man who beat mother over mobile phone after she pleads in court",0.641093
"Ex-inmate returns to thank magistrate who jailed him","Sossion asserts goons are paid by politicians across political divide",0.641060
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","It is exciting to see new infrastructure open up Kenyan Coast",0.641041
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","Africa's population boom can be its greatest asset",0.641039
"Political gangs are a ticking bomb","Veteran Journalist Announces Bid to Unseat Sakaja",0.641014
"Wetang'ula risks jail over alleged breach of court orders on political campaigns","Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election",0.640978
"Governor Irungu Kang'ata's driver allegedly shot by police during chaos in Ol Kalou","Governor Forced to Reinstate CECM Days After Sacking",0.640967
"Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US","Chuka University courses offered in 2025/2026, fees and cluster points",0.640942
"Africa food future won’t be fixed by finance alone","County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons",0.640902
"NTSA sounds alarm over uncollected logbooks as deadline nears","Curb public debt crisis",0.640835
"The richest people in Indiana with their sources of income","The Shrink Next Door true story: How a 30-year therapist-patient relationship turned toxic",0.640811
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Fresh twist in Devani trial over Sh7.6bn Triton oil scandal",0.640811
"School games: Boni Khalwale wants Western, Nyanza to send 2 football teams to nationals","Kenya eyes additional Sh65bn from Samurai bond",0.640801
"'Activism almost cost my marriage': Julius Kamau’s life on maandamano frontline","Take swift and firm actions to stop rising goon attacks",0.640792
"Power of local innovation in expanding healthcare among rural communities","Climate risk impacts simplified for MSMEs",0.640785
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","'Activism almost cost my marriage': Julius Kamau’s life on maandamano frontline",0.640771
"University ranking in Kenya: Best Kenyan universities in 2026","Seven insurance firms face IRA fines for reporting breaches",0.640763
"University ranking in Kenya: Best Kenyan universities in 2026","Ex-inmate returns to thank magistrate who jailed him",0.640694
"Interest from invested road maintenance funds is taxable, court says","Ol Kalou by-election: IEBC issues update amid fears of postponing July 16 minipoll",0.640672
"Rigathi Gachagua reveals he'll follow Uhuru Kenyatta's political direction: ""Chanda na pete""","Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election",0.640664
